2025-05-20 14:28:13 INFO::Writing function arguments to log file
2025-05-20 14:28:13 DEBUG::Function arguments
2025-05-20 14:28:13 DEBUG::Output folder: filtered_path_TSS_output
2025-05-20 14:28:13 DEBUG::Min Abundance: 0.001000
2025-05-20 14:28:13 DEBUG::Min Prevalence: 0.050000
2025-05-20 14:28:13 DEBUG::Normalization: TSS
2025-05-20 14:28:13 DEBUG::Transform: LOG
2025-05-20 14:28:13 DEBUG::Analysis method: LM
2025-05-20 14:28:13 DEBUG::Max significance: 0.250000
2025-05-20 14:28:13 DEBUG::Random effects: cross
2025-05-20 14:28:13 DEBUG::Fixed effects: leachate,timepoint
2025-05-20 14:28:13 DEBUG::Correction method: BH
2025-05-20 14:28:13 DEBUG::Standardize: TRUE
2025-05-20 14:28:13 DEBUG::Cores: 1
2025-05-20 14:28:13 INFO::Verifying options selected are valid
2025-05-20 14:28:13 INFO::Determining format of input files
2025-05-20 14:28:13 INFO::Input format is data samples as rows and metadata samples as rows
2025-05-20 14:28:13 DEBUG::A total of 63 samples were found in both the data and metadata
2025-05-20 14:28:13 DEBUG::Reordering data/metadata to use same sample ordering
2025-05-20 14:28:29 INFO::Fitting model to feature number 322, PWY.7211
2025-05-20 14:28:29 INFO::Fitting model to feature number 323, PWY.7219
2025-05-20 14:28:29 INFO::Fitting model to feature number 324, PWY.722
2025-05-20 14:28:29 INFO::Fitting model to feature number 325, PWY.7220
2025-05-20 14:28:29 INFO::Fitting model to feature number 326, PWY.7221
2025-05-20 14:28:30 INFO::Fitting model to feature number 327, PWY.7222
2025-05-20 14:28:30 INFO::Fitting model to feature number 328, PWY.7228
2025-05-20 14:28:30 INFO::Fitting model to feature number 329, PWY.7229
2025-05-20 14:28:30 INFO::Fitting model to feature number 330, PWY.7234
2025-05-20 14:28:30 INFO::Fitting model to feature number 331, PWY.7237
2025-05-20 14:28:30 INFO::Fitting model to feature number 332, PWY.7242
2025-05-20 14:28:30 INFO::Fitting model to feature number 333, PWY.7254
2025-05-20 14:28:30 INFO::Fitting model to feature number 334, PWY.7255
2025-05-20 14:28:30 INFO::Fitting model to feature number 335, PWY.7286
2025-05-20 14:28:30 INFO::Fitting model to feature number 336, PWY.7295
2025-05-20 14:28:30 INFO::Fitting model to feature number 337, PWY.7315
2025-05-20 14:28:30 INFO::Fitting model to feature number 338, PWY.7323
2025-05-20 14:28:30 INFO::Fitting model to feature number 339, PWY.7328
2025-05-20 14:28:30 INFO::Fitting model to feature number 340, PWY.7332
2025-05-20 14:28:30 INFO::Fitting model to feature number 341, PWY.7347
2025-05-20 14:28:30 INFO::Fitting model to feature number 342, PWY.7371
2025-05-20 14:28:30 INFO::Fitting model to feature number 343, PWY.7373
2025-05-20 14:28:30 INFO::Fitting model to feature number 344, PWY.7374
2025-05-20 14:28:31 INFO::Fitting model to feature number 345, PWY.7376
2025-05-20 14:28:31 INFO::Fitting model to feature number 346, PWY.7377
2025-05-20 14:28:31 INFO::Fitting model to feature number 347, PWY.7391
2025-05-20 14:28:31 INFO::Fitting model to feature number 348, PWY.7392
2025-05-20 14:28:31 INFO::Fitting model to feature number 349, PWY.7400
2025-05-20 14:28:31 INFO::Fitting model to feature number 350, PWY.7431
2025-05-20 14:28:31 INFO::Fitting model to feature number 351, PWY.7446
2025-05-20 14:28:31 INFO::Fitting model to feature number 352, PWY.7456
2025-05-20 14:28:31 INFO::Fitting model to feature number 353, PWY.7527
2025-05-20 14:28:31 INFO::Fitting model to feature number 354, PWY.7528
2025-05-20 14:28:31 INFO::Fitting model to feature number 355, PWY.7539
2025-05-20 14:28:31 INFO::Fitting model to feature number 356, PWY.7560
2025-05-20 14:28:31 INFO::Fitting model to feature number 357, PWY.7616
2025-05-20 14:28:31 INFO::Fitting model to feature number 358, PWY.7644
2025-05-20 14:28:31 INFO::Fitting model to feature number 359, PWY.7663
2025-05-20 14:28:31 INFO::Fitting model to feature number 360, PWY.7664
2025-05-20 14:28:31 INFO::Fitting model to feature number 361, PWY.841
2025-05-20 14:28:31 INFO::Fitting model to feature number 362, PWY.922
2025-05-20 14:28:31 INFO::Fitting model to feature number 363, PWY0.1061
2025-05-20 14:28:31 INFO::Fitting model to feature number 364, PWY0.1241
2025-05-20 14:28:31 INFO::Fitting model to feature number 365, PWY0.1261
2025-05-20 14:28:32 INFO::Fitting model to feature number 366, PWY0.1277
2025-05-20 14:28:32 INFO::Fitting model to feature number 367, PWY0.1296
2025-05-20 14:28:32 INFO::Fitting model to feature number 368, PWY0.1297
2025-05-20 14:28:32 INFO::Fitting model to feature number 369, PWY0.1298
2025-05-20 14:28:32 INFO::Fitting model to feature number 370, PWY0.1319
2025-05-20 14:28:32 INFO::Fitting model to feature number 371, PWY0.1338
2025-05-20 14:28:32 INFO::Fitting model to feature number 372, PWY0.1415
2025-05-20 14:28:32 INFO::Fitting model to feature number 373, PWY0.1479
2025-05-20 14:28:32 INFO::Fitting model to feature number 374, PWY0.1533
2025-05-20 14:28:32 INFO::Fitting model to feature number 375, PWY0.1586
2025-05-20 14:28:32 INFO::Fitting model to feature number 376, PWY0.162
2025-05-20 14:28:32 INFO::Fitting model to feature number 377, PWY0.166
2025-05-20 14:28:32 INFO::Fitting model to feature number 378, PWY0.321
2025-05-20 14:28:32 INFO::Fitting model to feature number 379, PWY0.41
2025-05-20 14:28:32 INFO::Fitting model to feature number 380, PWY0.42
2025-05-20 14:28:32 INFO::Fitting model to feature number 381, PWY0.781
2025-05-20 14:28:32 INFO::Fitting model to feature number 382, PWY0.845
2025-05-20 14:28:32 INFO::Fitting model to feature number 383, PWY0.862
2025-05-20 14:28:32 INFO::Fitting model to feature number 384, PWY1G.0
2025-05-20 14:28:32 INFO::Fitting model to feature number 385, PWY490.3
2025-05-20 14:28:32 INFO::Fitting model to feature number 386, PWY4FS.7
2025-05-20 14:28:33 INFO::Fitting model to feature number 387, PWY4FS.8
2025-05-20 14:28:33 INFO::Fitting model to feature number 388, PWYG.321
2025-05-20 14:28:33 INFO::Fitting model to feature number 389, PYRIDNUCSAL.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 390, PYRIDNUCSYN.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 391, PYRIDOXSYN.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 392, REDCITCYC
2025-05-20 14:28:33 INFO::Fitting model to feature number 393, RHAMCAT.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 394, RIBOSYN2.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 395, RUMP.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 396, SALVADEHYPOX.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 397, SER.GLYSYN.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 398, SO4ASSIM.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 399, SUCSYN.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 400, SULFATE.CYS.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 401, TCA
2025-05-20 14:28:33 INFO::Fitting model to feature number 402, TCA.GLYOX.BYPASS
2025-05-20 14:28:33 INFO::Fitting model to feature number 403, TEICHOICACID.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 404, THISYN.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 405, THREOCAT.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 406, THRESYN.PWY
2025-05-20 14:28:33 INFO::Fitting model to feature number 407, TRNA.CHARGING.PWY
2025-05-20 14:28:34 INFO::Fitting model to feature number 408, TRPSYN.PWY
2025-05-20 14:28:34 INFO::Fitting model to feature number 409, TYRFUMCAT.PWY
2025-05-20 14:28:34 INFO::Fitting model to feature number 410, UBISYN.PWY
2025-05-20 14:28:34 INFO::Fitting model to feature number 411, UDPNAGSYN.PWY
2025-05-20 14:28:34 INFO::Fitting model to feature number 412, VALDEG.PWY
2025-05-20 14:28:34 INFO::Fitting model to feature number 413, VALSYN.PWY
2025-05-20 14:28:34 INFO::Counting total values for each feature
2025-05-20 14:28:34 INFO::Writing residuals to file filtered_path_TSS_output/residuals.rds
2025-05-20 14:28:34 INFO::Writing fitted values to file filtered_path_TSS_output/fitted.rds
2025-05-20 14:28:34 INFO::Writing extracted random effects to file filtered_path_TSS_output/ranef.rds
2025-05-20 14:28:34 INFO::Writing all results to file (ordered by increasing q-values): filtered_path_TSS_output/all_results.tsv
2025-05-20 14:28:34 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.250000 ) to file (ordered by increasing q-values): filtered_path_TSS_output/significant_results.tsv
2025-05-20 14:28:34 INFO::Writing heatmap of significant results to file: filtered_path_TSS_output/heatmap.pdf
2025-05-20 14:28:34 INFO::Writing association plots (one for each significant association) to output folder: filtered_path_TSS_output
2025-05-20 14:28:34 INFO::Plotting associations from most to least significant, grouped by metadata
2025-05-20 14:28:34 INFO::Plotting data for metadata number 1, timepoint
2025-05-20 14:28:34 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6749
2025-05-20 14:28:34 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:34 INFO::Creating scatter plot for continuous data, timepoint vs FUCCAT.PWY
2025-05-20 14:28:34 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:34 INFO::Creating scatter plot for continuous data, timepoint vs DHGLUCONATE.PYR.CAT.PWY
2025-05-20 14:28:34 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:34 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5654
2025-05-20 14:28:35 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:35 INFO::Creating scatter plot for continuous data, timepoint vs DTDPRHAMSYN.PWY
2025-05-20 14:28:35 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:35 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6263
2025-05-20 14:28:35 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:35 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5647
2025-05-20 14:28:35 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:35 INFO::Creating scatter plot for continuous data, timepoint vs PWY1G.0
2025-05-20 14:28:35 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:35 INFO::Creating scatter plot for continuous data, timepoint vs HCAMHPDEG.PWY
2025-05-20 14:28:35 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:35 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6690
2025-05-20 14:28:36 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:36 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6944
2025-05-20 14:28:36 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:36 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.1277
2025-05-20 14:28:36 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:36 INFO::Creating scatter plot for continuous data, timepoint vs X1CMET2.PWY
2025-05-20 14:28:36 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:36 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5989
2025-05-20 14:28:36 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:36 INFO::Creating scatter plot for continuous data, timepoint vs P461.PWY
2025-05-20 14:28:36 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:36 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6397
2025-05-20 14:28:37 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:37 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.1061
2025-05-20 14:28:37 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:37 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6467
2025-05-20 14:28:37 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:37 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6383
2025-05-20 14:28:37 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:37 INFO::Creating scatter plot for continuous data, timepoint vs GLUCONEO.PWY
2025-05-20 14:28:37 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:37 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6505
2025-05-20 14:28:37 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:37 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7007
2025-05-20 14:28:37 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:37 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6731
2025-05-20 14:28:38 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:38 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6641
2025-05-20 14:28:38 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:38 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6210
2025-05-20 14:28:38 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:38 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5655
2025-05-20 14:28:38 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:38 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7371
2025-05-20 14:28:38 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:38 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.845
2025-05-20 14:28:38 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:38 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7373
2025-05-20 14:28:38 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:38 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5417
2025-05-20 14:28:39 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:39 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5431
2025-05-20 14:28:39 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:39 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7616
2025-05-20 14:28:39 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:39 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.1338
2025-05-20 14:28:39 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:39 INFO::Creating scatter plot for continuous data, timepoint vs OANTIGEN.PWY
2025-05-20 14:28:39 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:39 INFO::Creating scatter plot for continuous data, timepoint vs ASPASN.PWY
2025-05-20 14:28:40 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:40 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5304
2025-05-20 14:28:40 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:40 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6282
2025-05-20 14:28:40 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:40 INFO::Creating scatter plot for continuous data, timepoint vs ARGDEG.PWY
2025-05-20 14:28:40 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:40 INFO::Creating scatter plot for continuous data, timepoint vs ENTBACSYN.PWY
2025-05-20 14:28:40 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:40 INFO::Creating scatter plot for continuous data, timepoint vs ORNARGDEG.PWY
2025-05-20 14:28:40 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:40 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7374
2025-05-20 14:28:40 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:40 INFO::Creating scatter plot for continuous data, timepoint vs GALLATE.DEGRADATION.I.PWY
2025-05-20 14:28:41 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:41 INFO::Creating scatter plot for continuous data, timepoint vs GALLATE.DEGRADATION.II.PWY
2025-05-20 14:28:41 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:41 INFO::Creating scatter plot for continuous data, timepoint vs METHYLGALLATE.DEGRADATION.PWY
2025-05-20 14:28:41 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:41 INFO::Creating scatter plot for continuous data, timepoint vs P184.PWY
2025-05-20 14:28:41 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:41 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6338
2025-05-20 14:28:41 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:41 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7097
2025-05-20 14:28:41 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:41 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5183
2025-05-20 14:28:41 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:41 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5741
2025-05-20 14:28:42 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:42 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6182
2025-05-20 14:28:42 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:42 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7098
2025-05-20 14:28:42 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:42 INFO::Creating scatter plot for continuous data, timepoint vs NONOXIPENT.PWY
2025-05-20 14:28:42 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:42 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6404
2025-05-20 14:28:42 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:42 INFO::Creating scatter plot for continuous data, timepoint vs ORNDEG.PWY
2025-05-20 14:28:42 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:42 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5103
2025-05-20 14:28:42 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:42 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.41
2025-05-20 14:28:42 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:42 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.1297
2025-05-20 14:28:43 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:43 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6713
2025-05-20 14:28:43 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:43 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6629
2025-05-20 14:28:43 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:43 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6470
2025-05-20 14:28:43 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:43 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6948
2025-05-20 14:28:43 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:43 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6969
2025-05-20 14:28:43 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:43 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5022
2025-05-20 14:28:43 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:43 INFO::Creating scatter plot for continuous data, timepoint vs KDO.NAGLIPASYN.PWY
2025-05-20 14:28:44 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:44 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7255
2025-05-20 14:28:44 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:44 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5971
2025-05-20 14:28:44 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:44 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6562
2025-05-20 14:28:44 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:44 INFO::Creating scatter plot for continuous data, timepoint vs FUC.RHAMCAT.PWY
2025-05-20 14:28:44 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:44 INFO::Creating scatter plot for continuous data, timepoint vs GLYCOL.GLYOXDEG.PWY
2025-05-20 14:28:44 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:44 INFO::Creating scatter plot for continuous data, timepoint vs P281.PWY
2025-05-20 14:28:44 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:44 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7664
2025-05-20 14:28:45 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:45 INFO::Creating scatter plot for continuous data, timepoint vs P105.PWY
2025-05-20 14:28:45 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:45 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5005
2025-05-20 14:28:45 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:45 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.862
2025-05-20 14:28:45 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:45 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5973
2025-05-20 14:28:45 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:45 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.781
2025-05-20 14:28:45 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:45 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7295
2025-05-20 14:28:45 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:45 INFO::Creating scatter plot for continuous data, timepoint vs FASYN.ELONG.PWY
2025-05-20 14:28:46 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:46 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6122
2025-05-20 14:28:46 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:46 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6277
2025-05-20 14:28:46 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:46 INFO::Creating scatter plot for continuous data, timepoint vs ECASYN.PWY
2025-05-20 14:28:46 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:46 INFO::Creating scatter plot for continuous data, timepoint vs GLYCOLYSIS.E.D
2025-05-20 14:28:46 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:46 INFO::Creating scatter plot for continuous data, timepoint vs CATECHOL.ORTHO.CLEAVAGE.PWY
2025-05-20 14:28:46 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:46 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.1415
2025-05-20 14:28:46 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:46 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7003
2025-05-20 14:28:47 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:47 INFO::Creating scatter plot for continuous data, timepoint vs SALVADEHYPOX.PWY
2025-05-20 14:28:47 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:47 INFO::Creating scatter plot for continuous data, timepoint vs PWY0.1296
2025-05-20 14:28:47 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:47 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5178
2025-05-20 14:28:47 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:47 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6185
2025-05-20 14:28:47 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:47 INFO::Creating scatter plot for continuous data, timepoint vs P441.PWY
2025-05-20 14:28:47 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:47 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7377
2025-05-20 14:28:47 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:47 INFO::Creating scatter plot for continuous data, timepoint vs GLCMANNANAUT.PWY
2025-05-20 14:28:48 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:48 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7242
2025-05-20 14:28:48 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:48 INFO::Creating scatter plot for continuous data, timepoint vs RHAMCAT.PWY
2025-05-20 14:28:48 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:48 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6728
2025-05-20 14:28:48 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:48 INFO::Creating scatter plot for continuous data, timepoint vs GLUCARDEG.PWY
2025-05-20 14:28:48 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:48 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5861
2025-05-20 14:28:48 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:48 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6396
2025-05-20 14:28:48 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:48 INFO::Creating scatter plot for continuous data, timepoint vs PWY.7221
2025-05-20 14:28:49 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:49 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5507
2025-05-20 14:28:49 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:49 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5838
2025-05-20 14:28:49 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:49 INFO::Creating scatter plot for continuous data, timepoint vs BRANCHED.CHAIN.AA.SYN.PWY
2025-05-20 14:28:49 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:49 INFO::Creating scatter plot for continuous data, timepoint vs METHGLYUT.PWY
2025-05-20 14:28:49 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:49 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5154
2025-05-20 14:28:49 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:49 INFO::Creating scatter plot for continuous data, timepoint vs PWY.6957
2025-05-20 14:28:50 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:50 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5897
2025-05-20 14:28:50 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:50 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5898
2025-05-20 14:28:50 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:50 INFO::Creating scatter plot for continuous data, timepoint vs PWY.5899
2025-05-20 14:28:50 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2025-05-20 14:28:50 INFO::Creating scatter plot for continuous data, timepoint vs HOMOSER.METSYN.PWY
